orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD001667,2025-05-30,09:10:24,CUST9158,Fatma Mahmoud,Tanta,1177474816,fatma.mahmoud@example.com,0.0,4,Iced Tea,Drink,22,2,2.2,Mobile Wallet,44,6.16,5.28,15,68.24,0.0,68.24,Delivery,Amr,1,5,B001,Cairo,Mr. Hassan
ORD001668,2024-10-07,05:39:28,CUST3400,Nour Zaki,Giza,1277527756,nour.zaki@example.com,0.0,4,Falafel Sandwich,Food,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Takeaway,Dina,0,2,B001,Cairo,Mr. Hassan
ORD001669,2025-03-08,00:12:24,CUST7289,Tamer Farid,Giza,1129239501,tamer.farid@example.com,0.0,5,Mahshi (Stuffed Vegetables),Food,70,2,14.0,Card,140,19.6,16.8,0,162.4,19.2,181.6,Takeaway,Hassan,3,1,B005,Tanta,Mr. Omar
ORD001670,2024-10-06,15:21:48,CUST1862,Aya Mahmoud,Tanta,1029317547,aya.mahmoud@example.com,0.0,2,Molokhia with Rice,Food,60,1,3.0,Cash,60,8.4,7.2,25,97.6,0.0,97.6,Delivery,Hassan,1,1,B001,Cairo,Mr. Hassan
ORD001671,2024-12-10,14:37:14,CUST7323,Nadia Yassin,Suez,1173280496,nadia.yassin@example.com,0.0,2,Bottled Water,Drink,8,1,0.0,Mobile Wallet,8,1.12,0.96,0,10.08,14.45,24.53,Takeaway,Laila,0,1,B005,Tanta,Mr. Omar
ORD001672,2024-12-31,12:47:11,CUST6998,Walid Karim,Minya,1016369710,walid.karim@example.com,0.0,1,Falafel Sandwich,Food,25,2,0.0,Cash,50,7.0,6.0,25,88.0,34.86,122.86,Delivery,Karim,2,3,B001,Cairo,Mr. Hassan
ORD001673,2024-10-24,03:18:12,CUST3283,Rania Hafez,Suez,1037592385,rania.hafez@example.com,49.0,4,Molokhia with Rice,Food,60,2,0.0,Cash,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Amr,3,4,B003,Alexandria,Mr. Karim
ORD001674,2025-04-22,04:34:46,CUST3857,Aya Ibrahim,Alexandria,1231438250,aya.ibrahim@example.com,21.0,2,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,18.16,62.26,Dine-in,Mona,1,4,B005,Tanta,Mr. Omar
ORD001675,2024-10-23,16:46:58,CUST5864,Aya Ali,Fayoum,1037689461,aya.ali@example.com,25.0,2,Mixed Grill Plate,Food,140,2,0.0,Mobile Wallet,280,39.2,33.6,0,352.8,37.6,390.4,Dine-in,Laila,7,2,B003,Alexandria,Mr. Karim
ORD001676,2025-03-06,14:03:02,CUST7949,Ibrahim Zaki,Minya,1226868858,ibrahim.zaki@example.com,11.0,2,Soft Drink (Can),Drink,18,1,0.0,Cash,18,2.52,2.16,0,22.68,0.0,22.68,Dine-in,Hassan,0,3,B003,Alexandria,Mr. Karim
ORD001677,2025-07-06,18:28:53,CUST6494,Fatma Yassin,Alexandria,1132910902,fatma.yassin@example.com,45.0,1,Sahlab,Drink,35,1,0.0,Cash,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Laila,0,5,B001,Cairo,Mr. Hassan
ORD001678,2025-02-10,16:23:13,CUST5453,Laila Fathy,Giza,1297912453,laila.fathy@example.com,0.0,2,Soft Drink (Can),Drink,18,3,0.0,Cash,54,7.56,6.48,0,68.04,0.0,68.04,Takeaway,Laila,1,2,B001,Cairo,Mr. Hassan
ORD001679,2024-10-30,00:34:02,CUST8015,Mohamed Karim,Zagazig,1156066587,mohamed.karim@example.com,0.0,5,Bottled Water,Drink,8,3,0.0,Cash,24,3.36,2.88,20,50.24,11.42,61.66,Delivery,Hassan,1,1,B003,Alexandria,Mr. Karim
ORD001680,2024-09-26,18:35:49,CUST5278,Youssef Zaki,Ismailia,1218161181,youssef.zaki@example.com,46.0,3,Karkade (Hibiscus Tea),Drink,25,1,1.25,Cash,25,3.5,3.0,0,30.25,0.0,30.25,Dine-in,Dina,0,5,B002,Giza,Mrs. Salma
ORD001681,2025-03-02,18:25:42,CUST5273,Hassan Mahmoud,Suez,1160070858,hassan.mahmoud@example.com,49.0,3,Bottled Water,Drink,8,3,0.0,Card,24,3.36,2.88,0,30.24,30.68,60.92,Dine-in,Karim,1,5,B001,Cairo,Mr. Hassan
ORD001682,2025-06-28,20:27:52,CUST5968,Youssef Mostafa,Suez,1074080099,youssef.mostafa@example.com,21.0,2,Lentil Soup,Food,30,1,0.0,Card,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Laila,0,5,B004,Mansoura,Mrs. Laila
ORD001683,2025-09-05,06:37:07,CUST8884,Fatma Yassin,Zagazig,1017613758,fatma.yassin@example.com,49.0,3,Rice with Vermicelli,Food,28,1,0.0,Card,28,3.92,3.36,0,35.28,0.0,35.28,Dine-in,Omar,0,3,B001,Cairo,Mr. Hassan
ORD001684,2024-10-29,15:10:57,CUST4644,Fatma Yassin,Tanta,1174738067,fatma.yassin@example.com,5.0,3,Turkish Coffee,Drink,20,2,0.0,Card,40,5.6,4.8,0,50.4,20.37,70.77,Dine-in,Mona,1,1,B001,Cairo,Mr. Hassan
ORD001685,2025-06-25,23:51:28,CUST3406,Rania Yassin,Zagazig,1295983868,rania.yassin@example.com,25.0,1,Grilled Kofta,Food,85,2,0.0,Card,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Dina,4,2,B002,Giza,Mrs. Salma
ORD001686,2024-10-04,00:23:17,CUST5025,Amr Karim,Mansoura,1294719308,amr.karim@example.com,2.0,1,Hawawshi,Food,55,1,0.0,Cash,55,7.7,6.6,0,69.3,0.0,69.3,Dine-in,Laila,1,2,B005,Tanta,Mr. Omar
ORD001687,2025-08-06,16:59:58,CUST5734,Sara Hafez,Cairo,1067360464,sara.hafez@example.com,32.0,2,Koshari,Food,45,4,0.0,Card,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Omar,4,1,B001,Cairo,Mr. Hassan
ORD001688,2024-10-23,08:52:10,CUST8472,Sara Zaki,Mansoura,1043343090,sara.zaki@example.com,46.0,2,Sahlab,Drink,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Hassan,0,5,B004,Mansoura,Mrs. Laila
ORD001689,2025-03-21,18:30:58,CUST4835,Dina Sayed,Giza,1186654142,dina.sayed@example.com,0.0,1,Mixed Grill Plate,Food,140,2,0.0,Card,280,39.2,33.6,0,352.8,6.51,359.31,Takeaway,Amr,7,5,B004,Mansoura,Mrs. Laila
ORD001690,2025-03-19,15:47:04,CUST5785,Mohamed Hassan,Fayoum,1272001812,mohamed.hassan@example.com,4.0,1,Mahshi (Stuffed Vegetables),Food,70,2,21.0,Card,140,19.6,16.8,0,155.4,0.0,155.4,Dine-in,Mona,3,5,B001,Cairo,Mr. Hassan
ORD001691,2025-02-11,15:33:38,CUST2536,Ahmed Gaber,Zagazig,1070903621,ahmed.gaber@example.com,3.0,1,Molokhia with Rice,Food,60,2,0.0,Cash,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Karim,3,1,B002,Giza,Mrs. Salma
ORD001692,2025-06-17,14:19:45,CUST7484,Salma Zaki,Mansoura,1215615341,salma.zaki@example.com,21.0,1,Iced Tea,Drink,22,2,6.6,Mobile Wallet,44,6.16,5.28,0,48.84,0.0,48.84,Dine-in,Omar,0,5,B001,Cairo,Mr. Hassan
ORD001693,2024-09-19,21:24:23,CUST7259,Ibrahim Mostafa,Fayoum,1274002347,ibrahim.mostafa@example.com,0.0,1,Fattah,Food,90,2,0.0,Cash,180,25.2,21.6,25,251.8,11.28,263.08,Delivery,Karim,5,2,B003,Alexandria,Mr. Karim
ORD001694,2024-10-31,09:37:26,CUST7244,Khaled Yassin,Alexandria,1254205480,khaled.yassin@example.com,0.0,3,Fattah,Food,90,2,0.0,Cash,180,25.2,21.6,25,251.8,32.4,284.2,Delivery,Dina,5,3,B003,Alexandria,Mr. Karim
ORD001695,2025-07-20,09:32:05,CUST7397,Hassan Ali,Cairo,1046965542,hassan.ali@example.com,0.0,4,Soft Drink (Can),Drink,18,3,8.1,Mobile Wallet,54,7.56,6.48,20,79.94,0.0,79.94,Delivery,Omar,1,5,B001,Cairo,Mr. Hassan
ORD001696,2025-01-24,13:17:06,CUST8644,Aya Farid,Zagazig,1032901480,aya.farid@example.com,19.0,1,Lentil Soup,Food,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Karim,1,2,B001,Cairo,Mr. Hassan
ORD001697,2025-05-31,23:40:29,CUST8584,Hassan Mahmoud,Suez,1176805175,hassan.mahmoud@example.com,8.0,4,Mahshi (Stuffed Vegetables),Food,70,3,0.0,Cash,210,29.4,25.2,0,264.6,0.0,264.6,Dine-in,Karim,5,1,B002,Giza,Mrs. Salma
ORD001698,2024-10-28,23:46:13,CUST9585,Nadia Fathy,Minya,1272040596,nadia.fathy@example.com,18.0,2,Falafel Sandwich,Food,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Salma,0,5,B001,Cairo,Mr. Hassan
ORD001699,2024-10-04,22:10:16,CUST5903,Rania Mostafa,Mansoura,1087659710,rania.mostafa@example.com,0.0,2,Umm Ali (Dessert),Dessert,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Takeaway,Hassan,0,2,B005,Tanta,Mr. Omar
ORD001700,2025-08-13,14:15:39,CUST8113,Nour Zaki,Fayoum,1219404660,nour.zaki@example.com,0.0,8,Molokhia with Rice,Food,60,2,0.0,Card,120,16.8,14.4,25,176.2,39.92,216.12,Delivery,Dina,4,3,B003,Alexandria,Mr. Karim
ORD001701,2025-05-23,15:08:47,CUST9226,Khaled Naguib,Tanta,1156194040,khaled.naguib@example.com,30.0,2,Fattah,Food,90,2,0.0,Card,180,25.2,21.6,0,226.8,11.91,238.71,Dine-in,Karim,4,4,B005,Tanta,Mr. Omar
ORD001702,2025-07-04,17:47:08,CUST4471,Fatma Gaber,Ismailia,1029598711,fatma.gaber@example.com,0.0,4,Falafel Sandwich,Food,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Takeaway,Omar,1,2,B004,Mansoura,Mrs. Laila
ORD001703,2025-08-18,08:23:41,CUST5999,Rania Yassin,Tanta,1150983912,rania.yassin@example.com,22.0,3,Turkish Coffee,Drink,20,2,2.0,Card,40,5.6,4.8,0,48.4,0.0,48.4,Dine-in,Salma,0,4,B004,Mansoura,Mrs. Laila
ORD001704,2025-01-22,14:54:03,CUST5815,Aya Fouad,Mansoura,1284240094,aya.fouad@example.com,12.0,8,Mahshi (Stuffed Vegetables),Food,70,2,14.0,Card,140,19.6,16.8,0,162.4,17.22,179.62,Dine-in,Amr,3,5,B002,Giza,Mrs. Salma
ORD001705,2024-11-08,08:03:57,CUST9582,Rania Naguib,Minya,1174998368,rania.naguib@example.com,0.0,2,Sahlab,Drink,35,1,0.0,Cash,35,4.9,4.2,15,59.1,0.0,59.1,Delivery,Hassan,1,1,B002,Giza,Mrs. Salma
ORD001706,2024-12-17,06:30:17,CUST8646,Amr Karim,Fayoum,1059046577,amr.karim@example.com,0.0,2,Koshari,Food,45,1,2.25,Cash,45,6.3,5.4,30,84.45,18.32,102.77,Delivery,Karim,2,2,B001,Cairo,Mr. Hassan
ORD001707,2025-02-02,05:20:27,CUST4987,Rania Mahmoud,Alexandria,1219839544,rania.mahmoud@example.com,8.0,2,Baklava (Dessert),Dessert,40,2,0.0,Mobile Wallet,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Mona,2,4,B002,Giza,Mrs. Salma
ORD001708,2025-09-01,18:21:05,CUST8348,Aya Hassan,Zagazig,1191269233,aya.hassan@example.com,49.0,4,Shawarma Sandwich,Food,50,2,5.0,Cash,100,14.0,12.0,0,121.0,0.0,121.0,Dine-in,Mona,2,1,B001,Cairo,Mr. Hassan
ORD001709,2025-05-26,03:50:52,CUST5338,Nour Sayed,Cairo,1028675213,nour.sayed@example.com,30.0,2,Shawarma Sandwich,Food,50,4,0.0,Card,200,28.0,24.0,0,252.0,0.0,252.0,Dine-in,Karim,5,4,B004,Mansoura,Mrs. Laila
ORD001710,2025-05-19,23:08:57,CUST4091,Salma Hassan,Suez,1061358173,salma.hassan@example.com,0.0,1,Falafel Sandwich,Food,25,1,0.0,Card,25,3.5,3.0,0,31.5,27.45,58.95,Takeaway,Mona,1,3,B002,Giza,Mrs. Salma
ORD001711,2024-10-18,14:51:13,CUST2006,Ibrahim Ali,Mansoura,1277503314,ibrahim.ali@example.com,0.0,5,Fresh Juice (Mango),Drink,40,1,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Takeaway,Karim,1,4,B003,Alexandria,Mr. Karim
ORD001712,2024-11-08,22:15:15,CUST4616,Ahmed Yassin,Minya,1244531132,ahmed.yassin@example.com,47.0,2,Fattah,Food,90,1,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Mona,2,4,B004,Mansoura,Mrs. Laila
ORD001713,2025-01-12,13:32:49,CUST3201,Salma Naguib,Fayoum,1151693114,salma.naguib@example.com,0.0,1,Karkade (Hibiscus Tea),Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Takeaway,Omar,1,4,B003,Alexandria,Mr. Karim
ORD001714,2024-11-08,18:06:11,CUST9327,Tamer Fathy,Alexandria,1250961251,tamer.fathy@example.com,22.0,4,Baklava (Dessert),Dessert,40,3,0.0,Card,120,16.8,14.4,0,151.2,37.4,188.6,Dine-in,Omar,3,3,B003,Alexandria,Mr. Karim
ORD001715,2025-06-13,14:19:02,CUST5834,Ahmed Naguib,Tanta,1026390567,ahmed.naguib@example.com,0.0,1,Hawawshi,Food,55,2,0.0,Card,110,15.4,13.2,25,163.6,0.0,163.6,Delivery,Dina,3,3,B003,Alexandria,Mr. Karim
ORD001716,2024-12-07,22:38:40,CUST1513,Aya Fathy,Fayoum,1261039867,aya.fathy@example.com,25.0,6,Iced Tea,Drink,22,1,0.0,Cash,22,3.08,2.64,0,27.72,16.84,44.56,Dine-in,Salma,0,1,B001,Cairo,Mr. Hassan
ORD001717,2025-07-04,14:46:19,CUST3094,Aya Naguib,Zagazig,1089838913,aya.naguib@example.com,22.0,5,Falafel Sandwich,Food,25,2,0.0,Cash,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Laila,1,2,B001,Cairo,Mr. Hassan
ORD001718,2024-11-25,02:45:56,CUST6878,Fatma Mahmoud,Zagazig,1275699110,fatma.mahmoud@example.com,0.0,1,Grilled Chicken Half,Food,75,3,0.0,Card,225,31.5,27.0,25,308.5,0.0,308.5,Delivery,Laila,6,2,B002,Giza,Mrs. Salma
ORD001719,2025-02-06,13:34:16,CUST4213,Nadia Ibrahim,Tanta,1294822714,nadia.ibrahim@example.com,12.0,1,Grilled Kofta,Food,85,1,0.0,Card,85,11.9,10.2,0,107.1,0.0,107.1,Dine-in,Laila,2,1,B004,Mansoura,Mrs. Laila
ORD001720,2025-09-14,18:06:59,CUST2121,Laila Ali,Fayoum,1056780269,laila.ali@example.com,0.0,3,Fresh Juice (Orange),Drink,30,2,0.0,Cash,60,8.4,7.2,20,95.6,0.0,95.6,Delivery,Omar,1,5,B002,Giza,Mrs. Salma
ORD001721,2025-01-24,08:16:02,CUST8097,Fatma Naguib,Ismailia,1091995230,fatma.naguib@example.com,28.0,4,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Cash,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Hassan,1,5,B005,Tanta,Mr. Omar
ORD001722,2024-11-11,17:05:47,CUST7892,Salma Hafez,Ismailia,1249360603,salma.hafez@example.com,10.0,3,Fresh Juice (Mango),Drink,40,4,0.0,Cash,160,22.4,19.2,0,201.6,0.0,201.6,Dine-in,Karim,4,1,B005,Tanta,Mr. Omar
ORD001723,2025-03-07,14:14:43,CUST6795,Mohamed Zaki,Minya,1192672438,mohamed.zaki@example.com,38.0,1,Turkish Coffee,Drink,20,3,9.0,Cash,60,8.4,7.2,0,66.6,0.0,66.6,Dine-in,Dina,1,5,B003,Alexandria,Mr. Karim
ORD001724,2025-01-09,00:13:19,CUST2289,Nadia Mahmoud,Fayoum,1037576485,nadia.mahmoud@example.com,7.0,4,Grilled Kofta,Food,85,3,38.25,Card,255,35.7,30.6,0,283.05,0.0,283.05,Dine-in,Karim,5,4,B002,Giza,Mrs. Salma
ORD001725,2024-10-26,11:20:59,CUST9485,Mohamed Mostafa,Cairo,1242954295,mohamed.mostafa@example.com,49.0,7,Grilled Chicken Half,Food,75,2,0.0,Card,150,21.0,18.0,0,189.0,0.0,189.0,Dine-in,Karim,3,2,B005,Tanta,Mr. Omar
ORD001726,2025-05-31,20:58:37,CUST2457,Nadia Zaki,Zagazig,1122518928,nadia.zaki@example.com,13.0,3,Molokhia with Rice,Food,60,2,0.0,Card,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Laila,3,1,B003,Alexandria,Mr. Karim
ORD001727,2025-04-04,09:27:32,CUST5737,Hassan Mahmoud,Tanta,1013980231,hassan.mahmoud@example.com,1.0,2,Hawawshi,Food,55,4,0.0,Card,220,30.8,26.4,0,277.2,0.0,277.2,Dine-in,Laila,5,4,B003,Alexandria,Mr. Karim
ORD001728,2024-11-03,21:48:36,CUST5808,Nadia Zaki,Zagazig,1077300297,nadia.zaki@example.com,14.0,1,Grilled Chicken Half,Food,75,2,0.0,Cash,150,21.0,18.0,0,189.0,0.0,189.0,Dine-in,Salma,3,4,B002,Giza,Mrs. Salma
ORD001729,2024-10-03,07:35:29,CUST6447,Ibrahim Naguib,Zagazig,1177866762,ibrahim.naguib@example.com,0.0,2,Molokhia with Rice,Food,60,1,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Hassan,1,4,B004,Mansoura,Mrs. Laila
ORD001730,2025-03-02,23:19:04,CUST7991,Mohamed Fouad,Minya,1295998198,mohamed.fouad@example.com,44.0,2,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Amr,1,5,B005,Tanta,Mr. Omar
ORD001731,2025-02-24,00:13:55,CUST7102,Aya Zaki,Mansoura,1061739804,aya.zaki@example.com,49.0,7,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,0,100.8,28.54,129.34,Dine-in,Hassan,2,3,B002,Giza,Mrs. Salma
ORD001732,2025-04-26,18:39:54,CUST8142,Walid Mahmoud,Suez,1052728587,walid.mahmoud@example.com,38.0,4,Umm Ali (Dessert),Dessert,35,2,3.5,Card,70,9.8,8.4,0,84.7,22.98,107.68,Dine-in,Mona,2,4,B002,Giza,Mrs. Salma
ORD001733,2025-04-12,03:49:00,CUST2994,Tamer Sayed,Fayoum,1296024805,tamer.sayed@example.com,10.0,2,Bottled Water,Drink,8,4,4.8,Card,32,4.48,3.84,0,35.52,0.0,35.52,Dine-in,Laila,0,5,B002,Giza,Mrs. Salma
ORD001734,2024-10-25,06:49:33,CUST7771,Hassan Hassan,Giza,1219933113,hassan.hassan@example.com,30.0,4,Baklava (Dessert),Dessert,40,1,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Amr,1,4,B003,Alexandria,Mr. Karim
ORD001735,2025-07-05,21:56:08,CUST3050,Omar Mostafa,Alexandria,1190141612,omar.mostafa@example.com,0.0,1,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Takeaway,Amr,2,4,B003,Alexandria,Mr. Karim
ORD001736,2025-07-23,02:10:41,CUST2317,Dina Fathy,Mansoura,1037679324,dina.fathy@example.com,0.0,4,Baklava (Dessert),Dessert,40,2,0.0,Card,80,11.2,9.6,20,120.8,39.0,159.8,Delivery,Laila,3,4,B002,Giza,Mrs. Salma
ORD001737,2025-07-19,03:01:06,CUST6646,Hassan Farid,Mansoura,1166783943,hassan.farid@example.com,43.0,2,Grilled Kofta,Food,85,1,0.0,Mobile Wallet,85,11.9,10.2,0,107.1,0.0,107.1,Dine-in,Amr,2,3,B001,Cairo,Mr. Hassan
ORD001738,2025-02-13,18:18:52,CUST4514,Rania Karim,Ismailia,1072921480,rania.karim@example.com,7.0,4,Lentil Soup,Food,30,3,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Salma,2,3,B001,Cairo,Mr. Hassan
ORD001739,2024-12-17,20:36:28,CUST6468,Ahmed Sayed,Mansoura,1163989283,ahmed.sayed@example.com,1.0,4,Hawawshi,Food,55,1,0.0,Card,55,7.7,6.6,0,69.3,0.0,69.3,Dine-in,Dina,1,4,B003,Alexandria,Mr. Karim
ORD001740,2025-05-26,15:35:05,CUST5845,Nadia Naguib,Zagazig,1143950074,nadia.naguib@example.com,35.0,1,Fresh Juice (Orange),Drink,30,1,0.0,Mobile Wallet,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Karim,0,1,B002,Giza,Mrs. Salma
ORD001741,2025-08-31,04:23:08,CUST6405,Hassan Gaber,Suez,1173226359,hassan.gaber@example.com,18.0,4,Mixed Grill Plate,Food,140,3,42.0,Cash,420,58.8,50.4,0,487.2,0.0,487.2,Dine-in,Dina,9,1,B005,Tanta,Mr. Omar
ORD001742,2025-06-18,12:35:28,CUST7812,Hassan Naguib,Minya,1285518533,hassan.naguib@example.com,0.0,2,Iced Tea,Drink,22,1,0.0,Card,22,3.08,2.64,0,27.72,0.0,27.72,Takeaway,Laila,0,1,B002,Giza,Mrs. Salma
ORD001743,2025-01-15,11:04:26,CUST2421,Fatma Ali,Mansoura,1279609867,fatma.ali@example.com,0.0,3,Turkish Coffee,Drink,20,3,0.0,Mobile Wallet,60,8.4,7.2,25,100.6,0.0,100.6,Delivery,Laila,2,2,B005,Tanta,Mr. Omar
ORD001744,2025-06-28,12:13:34,CUST8299,Nadia Zaki,Minya,1166613904,nadia.zaki@example.com,49.0,1,Soft Drink (Can),Drink,18,1,0.0,Mobile Wallet,18,2.52,2.16,0,22.68,0.0,22.68,Dine-in,Salma,0,5,B002,Giza,Mrs. Salma
ORD001745,2024-12-09,23:39:36,CUST7158,Ibrahim Zaki,Ismailia,1144349376,ibrahim.zaki@example.com,20.0,4,Molokhia with Rice,Food,60,1,0.0,Mobile Wallet,60,8.4,7.2,0,75.6,25.49,101.09,Dine-in,Mona,2,1,B005,Tanta,Mr. Omar
ORD001746,2024-11-29,02:45:38,CUST1900,Ahmed Sayed,Tanta,1093519648,ahmed.sayed@example.com,48.0,2,Iced Tea,Drink,22,3,0.0,Cash,66,9.24,7.92,0,83.16,35.9,119.06,Dine-in,Salma,2,2,B001,Cairo,Mr. Hassan
ORD001747,2024-12-08,21:13:22,CUST2306,Ahmed Mostafa,Minya,1147773934,ahmed.mostafa@example.com,0.0,2,Mixed Grill Plate,Food,140,2,28.0,Card,280,39.2,33.6,0,324.8,0.0,324.8,Takeaway,Laila,6,5,B005,Tanta,Mr. Omar
ORD001748,2025-04-04,17:07:47,CUST5989,Aya Zaki,Suez,1275981507,aya.zaki@example.com,0.0,4,Mixed Grill Plate,Food,140,2,0.0,Card,280,39.2,33.6,20,372.8,0.0,372.8,Delivery,Mona,7,4,B005,Tanta,Mr. Omar
ORD001749,2025-08-11,02:47:02,CUST5812,Nadia Karim,Fayoum,1060408723,nadia.karim@example.com,38.0,4,Falafel Sandwich,Food,25,3,0.0,Card,75,10.5,9.0,0,94.5,0.0,94.5,Dine-in,Hassan,1,5,B002,Giza,Mrs. Salma
ORD001750,2024-11-08,11:42:26,CUST9080,Walid Mostafa,Minya,1267130920,walid.mostafa@example.com,0.0,7,Sahlab,Drink,35,1,0.0,Cash,35,4.9,4.2,15,59.1,18.48,77.58,Delivery,Dina,1,1,B002,Giza,Mrs. Salma
ORD001751,2024-10-07,04:14:52,CUST6191,Omar Mahmoud,Giza,1046585234,omar.mahmoud@example.com,49.0,1,Iced Tea,Drink,22,1,0.0,Card,22,3.08,2.64,0,27.72,0.0,27.72,Dine-in,Salma,0,2,B003,Alexandria,Mr. Karim
ORD001752,2024-11-25,22:03:52,CUST5624,Rania Ali,Ismailia,1117119495,rania.ali@example.com,16.0,4,Turkish Coffee,Drink,20,1,0.0,Card,20,2.8,2.4,0,25.2,0.0,25.2,Dine-in,Omar,0,5,B002,Giza,Mrs. Salma
ORD001753,2025-07-08,03:41:22,CUST8829,Mohamed Mahmoud,Zagazig,1079995659,mohamed.mahmoud@example.com,28.0,3,Umm Ali (Dessert),Dessert,35,2,10.5,Card,70,9.8,8.4,0,77.7,38.24,115.94,Dine-in,Salma,2,3,B003,Alexandria,Mr. Karim
ORD001754,2025-05-20,22:34:05,CUST6257,Amr Yassin,Giza,1140424443,amr.yassin@example.com,0.0,1,Iced Tea,Drink,22,2,0.0,Card,44,6.16,5.28,0,55.44,35.78,91.22,Takeaway,Dina,1,2,B001,Cairo,Mr. Hassan
ORD001755,2024-11-26,02:27:09,CUST1827,Mohamed Gaber,Zagazig,1215710301,mohamed.gaber@example.com,20.0,1,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Salma,2,4,B003,Alexandria,Mr. Karim
ORD001756,2024-11-28,01:43:37,CUST4991,Dina Naguib,Mansoura,1020418550,dina.naguib@example.com,14.0,2,Turkish Coffee,Drink,20,1,2.0,Mobile Wallet,20,2.8,2.4,0,23.2,0.0,23.2,Dine-in,Laila,0,4,B002,Giza,Mrs. Salma
ORD001757,2025-08-12,01:22:20,CUST2226,Dina Yassin,Ismailia,1298492383,dina.yassin@example.com,0.0,4,Hawawshi,Food,55,1,0.0,Mobile Wallet,55,7.7,6.6,0,69.3,6.23,75.53,Takeaway,Mona,1,4,B002,Giza,Mrs. Salma
ORD001758,2025-03-29,09:33:20,CUST5383,Salma Yassin,Alexandria,1055721618,salma.yassin@example.com,0.0,1,Fresh Juice (Mango),Drink,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,0.0,50.4,Takeaway,Amr,1,2,B001,Cairo,Mr. Hassan
ORD001759,2024-12-14,05:21:20,CUST3355,Khaled Hafez,Cairo,1246834930,khaled.hafez@example.com,38.0,2,Grilled Kofta,Food,85,3,0.0,Card,255,35.7,30.6,0,321.3,0.0,321.3,Dine-in,Mona,6,5,B004,Mansoura,Mrs. Laila
ORD001760,2025-02-17,04:18:02,CUST3813,Dina Karim,Tanta,1174993028,dina.karim@example.com,4.0,8,Rice with Vermicelli,Food,28,2,0.0,Card,56,7.84,6.72,0,70.56,0.0,70.56,Dine-in,Amr,1,2,B002,Giza,Mrs. Salma
ORD001761,2025-03-08,09:57:59,CUST9380,Aya Naguib,Ismailia,1122955959,aya.naguib@example.com,44.0,5,Baklava (Dessert),Dessert,40,1,6.0,Card,40,5.6,4.8,0,44.4,0.0,44.4,Dine-in,Mona,0,4,B004,Mansoura,Mrs. Laila
ORD001762,2025-06-25,00:08:36,CUST8836,Ahmed Hafez,Ismailia,1211517721,ahmed.hafez@example.com,1.0,1,Turkish Coffee,Drink,20,1,0.0,Mobile Wallet,20,2.8,2.4,0,25.2,0.0,25.2,Dine-in,Omar,0,3,B002,Giza,Mrs. Salma
ORD001763,2025-03-08,16:59:54,CUST9286,Nour Sayed,Cairo,1211426516,nour.sayed@example.com,15.0,3,Fresh Juice (Mango),Drink,40,2,0.0,Card,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Omar,2,4,B003,Alexandria,Mr. Karim
